angle_deg,cp_min,abs_cp_min,n_points
5.5,-1.30513,1.30513,200
5.75,-1.36595,1.36595,200
6.0,-1.46337,1.46337,200
6.25,-1.5306,1.5306,200
6.5,-1.60189,1.60189,200
6.75,-1.69153,1.69153,200
7.0,-1.80994,1.80994,200
7.25,-1.88696,1.88696,200
7.5,-1.97554,1.97554,200
7.75,-2.07293,2.07293,200
8.0,-2.19247,2.19247,200
8.25,-2.32104,2.32104,200
8.5,-2.44706,2.44706,200
8.75,-2.55582,2.55582,200
9.0,-2.65276,2.65276,200
9.25,-2.74093,2.74093,200
9.5,-2.84154,2.84154,200
9.75,-2.96374,2.96374,200
10.0,-3.04763,3.04763,200
10.25,-3.12223,3.12223,200
10.5,-3.22613,3.22613,200
10.75,-3.29642,3.29642,200
11.0,-3.38131,3.38131,200
11.25,-3.46745,3.46745,200
11.5,-3.52714,3.52714,200
11.75,-3.58782,3.58782,200
12.0,-3.64397,3.64397,200
12.25,-3.6968,3.6968,200
12.5,-3.74495,3.74495,200
12.75,-3.79622,3.79622,200
13.0,-3.84651,3.84651,200
13.25,-3.90499,3.90499,200
13.5,-3.9633,3.9633,200
13.75,-4.00192,4.00192,200
14.0,-4.06529,4.06529,200
14.25,-4.1009,4.1009,200
14.5,-4.16082,4.16082,200
14.75,-4.16774,4.16774,200
15.0,-4.27777,4.27777,200
15.25,-4.22331,4.22331,200
15.5,-4.15423,4.15423,200
15.75,-4.09828,4.09828,200
16.0,-4.22824,4.22824,200
16.25,-4.02389,4.02389,200
16.5,-3.69696,3.69696,200
16.75,-3.29728,3.29728,200
17.0,-3.01416,3.01416,200
17.25,-2.87578,2.87578,200
17.5,-2.80762,2.80762,200
17.75,-2.81499,2.81499,200
18.0,-2.85217,2.85217,200
18.25,-2.73158,2.73158,200
18.5,-2.64316,2.64316,200
18.75,-2.58643,2.58643,200
19.0,-2.54225,2.54225,200
19.25,-2.50803,2.50803,200
19.5,-2.47543,2.47543,200
19.75,-2.44727,2.44727,200
20.0,-2.43344,2.43344,200
20.25,-2.42187,2.42187,200
20.5,-2.38015,2.38015,200
20.75,-2.32788,2.32788,200
21.0,-2.30182,2.30182,200
21.25,-2.27694,2.27694,200
21.5,-2.25833,2.25833,200
21.75,-2.28862,2.28862,200
22.0,-2.12854,2.12854,200
22.25,-2.11271,2.11271,200
22.5,-2.08006,2.08006,200
22.75,-2.04547,2.04547,200
23.0,-2.03591,2.03591,200
23.25,-2.03642,2.03642,200
23.5,-2.05234,2.05234,200
23.75,-2.10926,2.10926,200
24.0,-2.11998,2.11998,200
24.25,-2.07522,2.07522,200
24.5,-2.05739,2.05739,200
24.75,-2.07271,2.07271,200
25.0,-2.09692,2.09692,200
25.25,-2.16273,2.16273,200
25.5,-2.14992,2.14992,200
25.75,-2.10931,2.10931,200
26.0,-2.10127,2.10127,200
26.25,-2.11877,2.11877,200
26.5,-2.15122,2.15122,200
26.75,-2.21597,2.21597,200
27.0,-2.17856,2.17856,200
27.25,-2.14692,2.14692,200
27.5,-2.14082,2.14082,200
27.75,-2.15601,2.15601,200
28.0,-2.1995,2.1995,200
28.25,-2.26383,2.26383,200
28.5,-2.22645,2.22645,200
28.75,-2.1975,2.1975,200
29.0,-2.18034,2.18034,200
29.25,-2.18461,2.18461,200
29.5,-2.19878,2.19878,200
29.75,-2.25295,2.25295,200
30.0,-2.28412,2.28412,200
