angle_deg,cp_min,abs_cp_min,n_points
18.0,-2.96551,2.96551,200
18.25,-2.88202,2.88202,200
18.5,-2.85214,2.85214,200
18.75,-2.85937,2.85937,200
19.0,-2.91546,2.91546,200
19.25,-2.78297,2.78297,200
19.5,-2.69101,2.69101,200
19.75,-2.62795,2.62795,200
20.0,-2.57698,2.57698,200
20.25,-2.52591,2.52591,200
20.5,-2.49037,2.49037,200
20.75,-2.45747,2.45747,200
21.0,-2.43196,2.43196,200
21.25,-2.40469,2.40469,200
21.5,-2.38441,2.38441,200
21.75,-2.37025,2.37025,200
22.0,-2.36165,2.36165,200
22.5,-2.17562,2.17562,200
22.75,-2.14816,2.14816,200
23.0,-2.11584,2.11584,200
23.25,-2.08435,2.08435,200
23.5,-2.09497,2.09497,200
23.75,-2.11835,2.11835,200
24.0,-2.15122,2.15122,200
24.25,-2.21553,2.21553,200
24.5,-2.16727,2.16727,200
24.75,-2.12169,2.12169,200
25.0,-2.11494,2.11494,200
25.25,-2.13945,2.13945,200
25.5,-2.18035,2.18035,200
25.75,-2.25551,2.25551,200
26.0,-2.21171,2.21171,200
26.25,-2.16511,2.16511,200
26.5,-2.14013,2.14013,200
26.75,-2.15746,2.15746,200
27.0,-2.19808,2.19808,200
27.25,-2.28514,2.28514,200
27.5,-2.25256,2.25256,200
27.75,-2.21262,2.21262,200
28.0,-2.19117,2.19117,200
28.25,-2.19222,2.19222,200
28.5,-2.20943,2.20943,200
28.75,-2.2637,2.2637,200
29.0,-2.30176,2.30176,200
29.25,-2.25465,2.25465,200
29.5,-2.22169,2.22169,200
29.75,-2.226,2.226,200
30.0,-2.23735,2.23735,200
